ID_Linha,ID_Pedido,Data_Pedido,Data_Envio,Modo_Envio,ID_Cliente,Nome_Cliente,Segmento,Pais,Cidade,Estado,Cep,Regiao,ID_Produto,Categoria,SubCategoria,Nome_Produto,Preco_Dolar,Preco,Quantidade,Desconto,Lucro,"4,97"
3937,CA-2015-118955,16/06/2015,20/06/2015,Standard Class,LS-17230,Lycoris Saunders,Consumidor,United States,Grand Prairie,Texas,75051,Central,OFF-EN-10001028,Material de escritório,Envelopes,Staple envelope,"28,752","142,89744",3,"0,2","9,3444",
3938,CA-2015-118955,16/06/2015,20/06/2015,Standard Class,LS-17230,Lycoris Saunders,Consumidor,United States,Grand Prairie,Texas,75051,Central,OFF-PA-10004156,Material de escritório,Paper,Xerox 188,"27,216","135,26352",3,"0,2","9,8658",
3939,CA-2015-118955,16/06/2015,20/06/2015,Standard Class,LS-17230,Lycoris Saunders,Consumidor,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10001708,Mobiliário,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,"197,372","980,93884",2,"0,3","-25,3764",
3940,US-2016-143448,10/12/2016,10/12/2016,Same Day,MH-17455,Mark Hamilton,Consumidor,United States,Greenwood,Indiana,46142,Central,FUR-CH-10003379,Mobiliário,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,"1424,9","7081,753",5,0,"356,225",
3941,CA-2017-117863,18/05/2017,23/05/2017,Standard Class,TS-21340,Toby Swindell,Consumidor,United States,New York City,New York,10024,East,FUR-FU-10002456,Mobiliário,Furnishings,"Master Caster Door Stop, Large Neon Orange","14,56","72,3632",2,0,"6,2608",
3942,CA-2017-117863,18/05/2017,23/05/2017,Standard Class,TS-21340,Toby Swindell,Consumidor,United States,New York City,New York,10024,East,OFF-BI-10000605,Material de escritório,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","3,048","15,14856",1,"0,2","1,0287",
3943,CA-2017-160458,27/05/2017,29/05/2017,Second Class,EH-13945,Eric Hoffmann,Consumidor,United States,Memphis,Tennessee,38109,South,OFF-PA-10001166,Material de escritório,Paper,Xerox 2,"25,92","128,8224",5,"0,2","9,072",
3944,US-2016-142685,23/06/2016,30/06/2016,Standard Class,MG-17695,Maureen Gnade,Consumidor,United States,Buffalo,New York,14215,East,OFF-SU-10000157,Material de escritório,Supplies,Compact Automatic Electric Letter Opener,"835,17","4150,7949",7,0,"16,7034",
3945,CA-2016-133144,16/05/2016,21/05/2016,Second Class,DO-13435,Denny Ordway,Consumidor,United States,Los Angeles,California,90036,West,OFF-PA-10004971,Material de escritório,Paper,Xerox 196,"17,34","86,1798",3,0,"8,4966",
3946,CA-2017-167871,18/11/2017,23/11/2017,Standard Class,AF-10870,Art Ferguson,Consumidor,United States,Homestead,Florida,33030,South,OFF-PA-10001977,Material de escritório,Paper,Xerox 194,"44,384","220,58848",1,"0,2","15,5344",
3947,CA-2017-167871,18/11/2017,23/11/2017,Standard Class,AF-10870,Art Ferguson,Consumidor,United States,Homestead,Florida,33030,South,OFF-SU-10001225,Material de escritório,Supplies,Staple remover,"2,944","14,63168",1,"0,2","-0,6624",
3948,CA-2016-119963,18/11/2016,22/11/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-AR-10003514,Material de escritório,Art,4009 Highlighters by Sanford,"6,368","31,64896",2,"0,2","1,0348",
3949,CA-2016-119963,18/11/2016,22/11/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-LA-10003510,Material de escritório,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","48,848","242,77456",2,"0,2","15,8756",
3950,CA-2016-119963,18/11/2016,22/11/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-PA-10001970,Material de escritório,Paper,Xerox 1881,"19,648","97,65056",2,"0,2","6,6312",
3951,CA-2016-119963,18/11/2016,22/11/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,FUR-CH-10003817,Mobiliário,Chairs,"Global Value Steno Chair, Gray","255,108","1267,88676",6,"0,3","-18,222",
3952,CA-2014-121167,28/11/2014,30/11/2014,Second Class,MO-17500,Mary O'Rourke,Consumidor,United States,Freeport,New York,11520,East,OFF-BI-10003676,Material de escritório,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets","17,248","85,72256",2,"0,2","6,0368",
3953,US-2016-151862,01/03/2016,08/03/2016,Standard Class,ON-18715,Odella Nelson,Corporativo ,United States,Denver,Colorado,80219,West,TEC-PH-10003535,Tecnologia ,Phones,RCA ViSYS 25423RE1 Corded phone,"159,984","795,12048",2,"0,2","13,9986",
3954,CA-2017-152961,15/01/2017,19/01/2017,Standard Class,SC-20095,Sanjit Chand,Consumidor,United States,Quincy,Massachusetts,2169,East,OFF-PA-10004675,Material de escritório,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""","12,7","63,119",2,0,"5,842",
3955,CA-2014-133228,04/04/2014,09/04/2014,Standard Class,MS-17710,Maurice Satty,Consumidor,United States,Detroit,Michigan,48205,Central,FUR-FU-10004020,Mobiliário,Furnishings,Advantus Panel Wall Acrylic Frame,"5,47","27,1859",1,0,"2,3521",
3956,CA-2014-133228,04/04/2014,09/04/2014,Standard Class,MS-17710,Maurice Satty,Consumidor,United States,Detroit,Michigan,48205,Central,OFF-AR-10001955,Material de escritório,Art,Newell 319,"79,36","394,4192",4,0,"23,808",
3957,CA-2016-114951,26/06/2016,03/07/2016,Standard Class,DN-13690,Duane Noonan,Consumidor,United States,San Francisco,California,94109,West,FUR-FU-10002364,Mobiliário,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak","22,14","110,0358",3,0,"6,4206",
3958,CA-2016-156573,29/05/2016,02/06/2016,Standard Class,RB-19360,Raymond Buch,Consumidor,United States,Nashville,Tennessee,37211,South,OFF-BI-10002414,Material de escritório,Binders,GBC ProClick Spines for 32-Hole Punch,"11,277","56,04669",3,"0,7","-8,6457",
3959,CA-2016-156573,29/05/2016,02/06/2016,Standard Class,RB-19360,Raymond Buch,Consumidor,United States,Nashville,Tennessee,37211,South,OFF-AR-10003732,Material de escritório,Art,Newell 333,"4,448","22,10656",2,"0,2","0,3336",
3960,CA-2016-156573,29/05/2016,02/06/2016,Standard Class,RB-19360,Raymond Buch,Consumidor,United States,Nashville,Tennessee,37211,South,FUR-FU-10001085,Mobiliário,Furnishings,3M Polarizing Light Filter Sleeves,"44,76","222,4572",3,"0,2","14,547",
3961,CA-2015-113901,19/10/2015,24/10/2015,Standard Class,NH-18610,Nicole Hansen,Corporativo ,United States,Detroit,Michigan,48227,Central,OFF-BI-10001249,Material de escritório,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,"38,28","190,2516",6,0,"17,6088",
3962,CA-2015-113901,19/10/2015,24/10/2015,Standard Class,NH-18610,Nicole Hansen,Corporativo ,United States,Detroit,Michigan,48227,Central,TEC-PH-10002564,Tecnologia ,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,"149,95","745,2515",5,0,"44,985",
3963,CA-2017-134838,19/02/2017,20/02/2017,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045,West,OFF-AR-10000634,Material de escritório,Art,Newell 320,"12,84","63,8148",3,0,"3,4668",
3964,CA-2017-134838,19/02/2017,20/02/2017,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10004018,Mobiliário,Furnishings,Tensor Computer Mounted Lamp,"44,67","222,0099",3,0,"12,0609",
3965,CA-2016-120257,22/09/2016,28/09/2016,Standard Class,PW-19240,Pierre Wener,Consumidor,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10003481,Material de escritório,Art,Newell 348,"7,872","39,12384",3,"0,2","0,8856",
3966,CA-2014-164910,12/11/2014,17/11/2014,Second Class,DM-13345,Denise Monton,Corporativo ,United States,Asheville,North Carolina,28806,South,OFF-AR-10003651,Material de escritório,Art,Newell 350,"7,872","39,12384",3,"0,2","0,8856",
3967,CA-2016-149902,01/04/2016,06/04/2016,Standard Class,DW-13540,Don Weiss,Consumidor,United States,New York City,New York,10024,East,OFF-AR-10002956,Material de escritório,Art,Boston 16801 Nautilus Battery Pencil Sharpener,"88,04","437,5588",4,0,"22,8904",
3968,CA-2016-146010,20/05/2016,23/05/2016,First Class,EH-14125,Eugene Hildebrand,Home Office,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10003638,Material de escritório,Binders,GBC Durable Plastic Covers,"40,635","201,95595",7,"0,7","-32,508",
3969,US-2015-163685,01/06/2015,05/06/2015,Standard Class,KE-16420,Katrina Edelman,Corporativo ,United States,San Antonio,Texas,78207,Central,OFF-BI-10001890,Material de escritório,Binders,Avery Poly Binder Pockets,"5,728","28,46816",8,"0,8","-9,1648",
3970,US-2015-163685,01/06/2015,05/06/2015,Standard Class,KE-16420,Katrina Edelman,Corporativo ,United States,San Antonio,Texas,78207,Central,OFF-PA-10002606,Material de escritório,Paper,Xerox 1928,"42,24","209,9328",10,"0,2","13,2",
3971,CA-2014-135090,22/11/2014,26/11/2014,Standard Class,SP-20920,Susan Pistek,Consumidor,United States,Los Angeles,California,90036,West,OFF-PA-10002245,Material de escritório,Paper,Xerox 1895,"53,82","267,4854",9,0,"24,219",
3972,CA-2015-132374,22/02/2015,24/02/2015,Second Class,PS-19045,Penelope Sewall,Home Office,United States,Sterling Heights,Michigan,48310,Central,OFF-AR-10001615,Material de escritório,Art,Newell 34,"79,36","394,4192",4,0,"20,6336",
3973,CA-2016-167556,29/03/2016,02/04/2016,Standard Class,JM-15250,Janet Martin,Consumidor,United States,New York City,New York,10009,East,OFF-PA-10000466,Material de escritório,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”","13,48","66,9956",2,0,"6,74",
3974,CA-2016-167556,29/03/2016,02/04/2016,Standard Class,JM-15250,Janet Martin,Consumidor,United States,New York City,New York,10009,East,OFF-BI-10003708,Material de escritório,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""","29,8","148,106",5,"0,2","9,3125",
3975,CA-2016-167556,29/03/2016,02/04/2016,Standard Class,JM-15250,Janet Martin,Consumidor,United States,New York City,New York,10009,East,FUR-FU-10004848,Mobiliário,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",414,"2057,58",8,0,"124,2",
3976,CA-2016-167556,29/03/2016,02/04/2016,Standard Class,JM-15250,Janet Martin,Consumidor,United States,New York City,New York,10009,East,OFF-BI-10000320,Material de escritório,Binders,GBC Plastic Binding Combs,"41,328","205,40016",7,"0,2","14,9814",
3977,US-2016-116400,22/10/2016,24/10/2016,First Class,EB-13930,Eric Barreto,Consumidor,United States,Richmond,Virginia,23223,South,FUR-FU-10003731,Mobiliário,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak","39,92","198,4024",4,0,"11,1776",
3978,CA-2017-101308,02/10/2017,07/10/2017,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,98105,West,OFF-FA-10002780,Material de escritório,Fasteners,Staples,"8,94","44,4318",3,0,"4,1124",
3979,CA-2017-101308,02/10/2017,07/10/2017,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10003800,Tecnologia ,Phones,i.Sound Portable Power - 8000 mAh,"84,784","421,37648",2,"0,2","-20,1362",
3980,CA-2014-114517,23/12/2014,27/12/2014,Standard Class,TH-21235,Tiffany House,Corporativo ,United States,New York City,New York,10024,East,FUR-TA-10001676,Mobiliário,Tables,Hon 61000 Series Interactive Training Tables,"53,316","264,98052",2,"0,4","-19,5492",
3981,CA-2014-114517,23/12/2014,27/12/2014,Standard Class,TH-21235,Tiffany House,Corporativo ,United States,New York City,New York,10024,East,OFF-AP-10002350,Material de escritório,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,"56,52","280,9044",3,0,"15,8256",
3982,CA-2017-119564,15/12/2017,20/12/2017,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10003096,Mobiliário,Furnishings,"Master Giant Foot Doorstop, Safety Yellow","22,77","113,1669",3,0,"9,7911",
3983,CA-2016-135265,07/07/2016,09/07/2016,Second Class,CC-12370,Christopher Conant,Consumidor,United States,Los Angeles,California,90045,West,FUR-CH-10003061,Mobiliário,Chairs,"Global Leather Task Chair, Black","287,968","1431,20096",4,"0,2","-3,5996",
3984,CA-2016-135265,07/07/2016,09/07/2016,Second Class,CC-12370,Christopher Conant,Consumidor,United States,Los Angeles,California,90045,West,TEC-CO-10003763,Tecnologia ,Copiers,Canon PC1060 Personal Laser Copier,"2799,96","13915,8012",5,"0,2","944,9865",
3985,CA-2016-135265,07/07/2016,09/07/2016,Second Class,CC-12370,Christopher Conant,Consumidor,United States,Los Angeles,California,90045,West,OFF-PA-10002923,Material de escritório,Paper,Xerox 1942,"48,94","243,2318",1,0,"24,47",
3986,CA-2016-108735,17/04/2016,21/04/2016,Standard Class,JM-15535,Jessica Myrick,Consumidor,United States,Lakewood,California,90712,West,FUR-BO-10003441,Mobiliário,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled","257,499","1279,77003",3,"0,15","24,2352",
3987,CA-2017-112333,08/04/2017,14/04/2017,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-ST-10001780,Material de escritório,Storage,Tennsco 16-Compartment Lockers with Coat Rack,"2591,56","12880,0532",4,0,"621,9744",
3988,CA-2017-112333,08/04/2017,14/04/2017,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-AP-10001962,Material de escritório,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,"41,95","208,4915",5,0,"10,4875",
3989,US-2016-159415,17/04/2016,22/04/2016,Standard Class,CS-12175,Charles Sheldon,Corporativo ,United States,Columbia,Tennessee,38401,South,FUR-FU-10003798,Mobiliário,Furnishings,"Ultra Door Kickplate, 8""H x 34""W","79,12","393,2264",5,"0,2","13,846",
3990,CA-2014-122588,25/11/2014,27/11/2014,Second Class,AR-10540,Andy Reiter,Consumidor,United States,Woonsocket,Rhode Island,2895,East,FUR-FU-10001095,Mobiliário,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,"52,96","263,2112",2,0,"20,1248",
3991,CA-2014-137589,03/11/2014,08/11/2014,Standard Class,MS-17770,Maxwell Schwartz,Consumidor,United States,Lancaster,Pennsylvania,17602,East,OFF-SU-10000157,Material de escritório,Supplies,Compact Automatic Electric Letter Opener,"286,344","1423,12968",3,"0,2","-64,4274",
3992,CA-2015-161998,01/05/2015,05/05/2015,Standard Class,DB-13120,David Bremer,Corporativo ,United States,Tampa,Florida,33614,South,FUR-FU-10001095,Mobiliário,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,"63,552","315,85344",3,"0,2","14,2992",
3993,CA-2015-161998,01/05/2015,05/05/2015,Standard Class,DB-13120,David Bremer,Corporativo ,United States,Tampa,Florida,33614,South,OFF-SU-10004261,Material de escritório,Supplies,"Fiskars 8"" Scissors, 2/Pack","41,376","205,63872",3,"0,2","4,6548",
3994,CA-2015-161998,01/05/2015,05/05/2015,Standard Class,DB-13120,David Bremer,Corporativo ,United States,Tampa,Florida,33614,South,OFF-AR-10004022,Material de escritório,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,"172,704","858,33888",6,"0,2","10,794",
3995,CA-2015-105627,08/03/2015,12/03/2015,Standard Class,DK-12895,Dana Kaydos,Consumidor,United States,Kenosha,Wisconsin,53142,Central,FUR-BO-10002916,Mobiliário,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases","512,94","2549,3118",3,0,"97,4586",
3996,CA-2015-105627,08/03/2015,12/03/2015,Standard Class,DK-12895,Dana Kaydos,Consumidor,United States,Kenosha,Wisconsin,53142,Central,FUR-CH-10002084,Mobiliário,Chairs,Hon Mobius Operator's Chair,"860,93","4278,8221",7,0,"189,4046",
3997,CA-2015-105627,08/03/2015,12/03/2015,Standard Class,DK-12895,Dana Kaydos,Consumidor,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10003012,Tecnologia ,Phones,Nortel Meridian M3904 Professional Digital phone,"769,95","3826,6515",5,0,"223,2855",
3998,CA-2015-105627,08/03/2015,12/03/2015,Standard Class,DK-12895,Dana Kaydos,Consumidor,United States,Kenosha,Wisconsin,53142,Central,OFF-AR-10002704,Material de escritório,Art,Boston 1900 Electric Pencil Sharpener,"14,98","74,4506",1,0,"4,494",
3999,CA-2015-105627,08/03/2015,12/03/2015,Standard Class,DK-12895,Dana Kaydos,Consumidor,United States,Kenosha,Wisconsin,53142,Central,FUR-FU-10000308,Mobiliário,Furnishings,Deflect-o Glass Clear Studded Chair Mats,"373,08","1854,2076",6,0,"82,0776",
4000,US-2015-149629,17/07/2015,20/07/2015,Second Class,MP-17965,Michael Paige,Corporativo ,United States,Port Saint Lucie,Florida,34952,South,FUR-BO-10004709,Mobiliário,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish","231,92","1152,6424",5,"0,2","5,798",
4001,CA-2014-116834,11/10/2014,16/10/2014,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10001196,Mobiliário,Furnishings,DAX Cubicle Frames - 8x10,"63,47","315,4459",11,0,"19,041",
4002,CA-2014-116834,11/10/2014,16/10/2014,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10002942,Tecnologia ,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,345,"1714,65",5,0,"58,65",
4003,CA-2016-145730,03/03/2016,08/03/2016,Standard Class,CC-12220,Chris Cortes,Consumidor,United States,San Antonio,Texas,78207,Central,FUR-TA-10004915,Mobiliário,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D","637,896","3170,34312",3,"0,3","-127,5792",
4004,CA-2016-145730,03/03/2016,08/03/2016,Standard Class,CC-12220,Chris Cortes,Consumidor,United States,San Antonio,Texas,78207,Central,TEC-MA-10001016,Tecnologia ,Machines,Canon PC170 Desktop Personal Copier,"287,91","1430,9127",3,"0,4","33,5895",
4005,CA-2016-145730,03/03/2016,08/03/2016,Standard Class,CC-12220,Chris Cortes,Consumidor,United States,San Antonio,Texas,78207,Central,OFF-EN-10000483,Material de escritório,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window","36,6","181,902",3,"0,2","11,895",
4006,US-2015-168732,10/12/2015,16/12/2015,Standard Class,KM-16660,Khloe Miller,Consumidor,United States,Roswell,Georgia,30076,South,OFF-AR-10003087,Material de escritório,Art,Staples in misc. colors,"1,78","8,8466",1,0,"0,4984",
4007,US-2015-168732,10/12/2015,16/12/2015,Standard Class,KM-16660,Khloe Miller,Consumidor,United States,Roswell,Georgia,30076,South,OFF-PA-10000520,Material de escritório,Paper,Xerox 201,"25,92","128,8224",4,0,"12,4416",
4008,US-2015-168732,10/12/2015,16/12/2015,Standard Class,KM-16660,Khloe Miller,Consumidor,United States,Roswell,Georgia,30076,South,TEC-AC-10001553,Tecnologia ,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack","101,94","506,6418",6,0,"21,4074",
4009,CA-2015-107468,18/12/2015,22/12/2015,Standard Class,MK-17905,Michael Kennedy,Corporativo ,United States,Louisville,Colorado,80027,West,OFF-AR-10000634,Material de escritório,Art,Newell 320,"6,848","34,03456",2,"0,2","0,5992",
4010,CA-2017-144463,01/01/2017,05/01/2017,Standard Class,SC-20725,Steven Cartwright,Consumidor,United States,Los Angeles,California,90036,West,FUR-FU-10001215,Mobiliário,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock","474,43","2357,9171",11,0,"199,2606",
4011,CA-2017-100811,21/11/2017,24/11/2017,First Class,CC-12475,Cindy Chapman,Consumidor,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Material de escritório,Paper,Xerox 1972,"8,448","41,98656",2,"0,2","2,64",
4012,CA-2017-100811,21/11/2017,24/11/2017,First Class,CC-12475,Cindy Chapman,Consumidor,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10002444,Material de escritório,Storage,Recycled Eldon Regeneration Jumbo File,"39,296","195,30112",4,"0,2","3,9296",
4013,CA-2015-153612,22/12/2015,27/12/2015,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Superior,Wisconsin,54880,Central,OFF-AR-10000203,Material de escritório,Art,Newell 336,"17,12","85,0864",4,0,"4,9648",
4014,CA-2015-165624,23/08/2015,28/08/2015,Standard Class,FH-14350,Fred Harton,Consumidor,United States,Atlanta,Georgia,30318,South,OFF-AP-10000828,Material de escritório,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,"542,94","2698,4118",3,0,"152,0232",
4015,CA-2015-165624,23/08/2015,28/08/2015,Standard Class,FH-14350,Fred Harton,Consumidor,United States,Atlanta,Georgia,30318,South,OFF-LA-10003190,Material de escritório,Labels,Avery 474,"8,64","42,9408",3,0,"4,2336",
4016,CA-2015-165624,23/08/2015,28/08/2015,Standard Class,FH-14350,Fred Harton,Consumidor,United States,Atlanta,Georgia,30318,South,OFF-PA-10002319,Material de escritório,Paper,Xerox 1944,"193,8","963,186",5,0,"94,962",
4017,CA-2015-165624,23/08/2015,28/08/2015,Standard Class,FH-14350,Fred Harton,Consumidor,United States,Atlanta,Georgia,30318,South,OFF-PA-10003893,Material de escritório,Paper,Xerox 1962,"21,4","106,358",5,0,"9,63",
4018,CA-2015-165624,23/08/2015,28/08/2015,Standard Class,FH-14350,Fred Harton,Consumidor,United States,Atlanta,Georgia,30318,South,OFF-PA-10002499,Material de escritório,Paper,Xerox 1890,"97,88","486,4636",2,0,"48,94",
4019,CA-2015-165624,23/08/2015,28/08/2015,Standard Class,FH-14350,Fred Harton,Consumidor,United States,Atlanta,Georgia,30318,South,TEC-AC-10004568,Tecnologia ,Accessories,Maxell LTO Ultrium - 800 GB,"251,91","1251,9927",9,0,"47,8629",
4020,CA-2015-165624,23/08/2015,28/08/2015,Standard Class,FH-14350,Fred Harton,Consumidor,United States,Atlanta,Georgia,30318,South,OFF-AP-10001492,Material de escritório,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length","25,86","128,5242",3,0,"6,7236",
4021,CA-2014-154963,22/06/2014,27/06/2014,Standard Class,AA-10645,Anna Andreadi,Consumidor,United States,Chester,Pennsylvania,19013,East,FUR-CH-10004698,Mobiliário,Chairs,"Padded Folding Chairs, Black, 4/Carton","170,058","845,18826",3,"0,3","-4,8588",
4022,CA-2014-154963,22/06/2014,27/06/2014,Standard Class,AA-10645,Anna Andreadi,Consumidor,United States,Chester,Pennsylvania,19013,East,TEC-PH-10004093,Tecnologia ,Phones,Panasonic Kx-TS550,"82,782","411,42654",3,"0,4","-15,1767",
4023,CA-2014-154963,22/06/2014,27/06/2014,Standard Class,AA-10645,Anna Andreadi,Consumidor,United States,Chester,Pennsylvania,19013,East,FUR-CH-10000454,Mobiliário,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","853,93","4244,0321",5,"0,3",0,
4024,CA-2017-130764,27/10/2017,28/10/2017,First Class,JO-15145,Jack O'Briant,Corporativo ,United States,San Francisco,California,94110,West,FUR-BO-10003034,Mobiliário,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish","556,665","2766,62505",5,"0,15","6,549",
4025,CA-2017-130764,27/10/2017,28/10/2017,First Class,JO-15145,Jack O'Briant,Corporativo ,United States,San Francisco,California,94110,West,TEC-PH-10003215,Tecnologia ,Phones,Jackery Bar Premium Fast-charging Portable Charger,"95,84","476,3248",4,"0,2","34,742",
4026,CA-2017-139311,11/08/2017,13/08/2017,First Class,SF-20965,Sylvia Foulston,Corporativo ,United States,Bedford,Texas,76021,Central,OFF-PA-10001776,Material de escritório,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","29,664","147,43008",4,"0,2","10,0116",
4027,CA-2017-139311,11/08/2017,13/08/2017,First Class,SF-20965,Sylvia Foulston,Corporativo ,United States,Bedford,Texas,76021,Central,OFF-AR-10004582,Material de escritório,Art,BIC Brite Liner Grip Highlighters,"9,184","45,64448",7,"0,2","2,87",
4028,CA-2017-139311,11/08/2017,13/08/2017,First Class,SF-20965,Sylvia Foulston,Corporativo ,United States,Bedford,Texas,76021,Central,TEC-PH-10001557,Tecnologia ,Phones,Pyle PMP37LED,"153,584","763,31248",2,"0,2","13,4386",
4029,CA-2017-139311,11/08/2017,13/08/2017,First Class,SF-20965,Sylvia Foulston,Corporativo ,United States,Bedford,Texas,76021,Central,OFF-BI-10004209,Material de escritório,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg","12,864","63,93408",8,"0,8","-22,512",
4030,CA-2017-124296,24/12/2017,28/12/2017,Standard Class,CS-12355,Christine Sundaresam,Consumidor,United States,Lafayette,Louisiana,70506,South,TEC-MA-10003183,Tecnologia ,Machines,DYMO CardScan Personal V9 Business Card Scanner,"479,97","2385,4509",3,0,"239,985",
4031,CA-2017-124296,24/12/2017,28/12/2017,Standard Class,CS-12355,Christine Sundaresam,Consumidor,United States,Lafayette,Louisiana,70506,South,FUR-CH-10002439,Mobiliário,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h","232,88","1157,4136",4,0,"60,5488",
4032,CA-2016-169957,26/09/2016,30/09/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Covington,Washington,98042,West,OFF-AP-10000576,Material de escritório,Appliances,Belkin 7 Outlet SurgeMaster II,"236,88","1177,2936",6,0,"66,3264",
4033,CA-2016-169957,26/09/2016,30/09/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Covington,Washington,98042,West,OFF-PA-10004040,Material de escritório,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),"29,9","148,603",5,0,"14,651",
4034,CA-2016-169957,26/09/2016,30/09/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Covington,Washington,98042,West,TEC-AC-10003063,Tecnologia ,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,497,4,0,21,
4035,US-2016-108777,12/12/2016,12/12/2016,Same Day,JM-15655,Jim Mitchum,Corporativo ,United States,Lorain,Ohio,44052,East,OFF-BI-10003982,Material de escritório,Binders,Wilson Jones Century Plastic Molded Ring Binders,"18,693","92,90421",3,"0,7","-14,3313",
4036,US-2016-108777,12/12/2016,12/12/2016,Same Day,JM-15655,Jim Mitchum,Corporativo ,United States,Lorain,Ohio,44052,East,TEC-AC-10002567,Tecnologia ,Accessories,Logitech G602 Wireless Gaming Mouse,"383,952","1908,24144",6,"0,2","76,7904",
4037,CA-2015-148859,28/12/2015,01/01/2016,Standard Class,FH-14350,Fred Harton,Consumidor,United States,Chicago,Illinois,60623,Central,OFF-ST-10004950,Material de escritório,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost","24,816","123,33552",2,"0,2","1,551",
4038,CA-2014-110786,29/12/2014,02/01/2015,Standard Class,AJ-10795,Anthony Johnson,Corporativo ,United States,San Francisco,California,94110,West,FUR-FU-10000550,Mobiliário,Furnishings,Stacking Trays by OIC,"24,9","123,753",5,0,"8,217",
4039,CA-2014-110786,29/12/2014,02/01/2015,Standard Class,AJ-10795,Anthony Johnson,Corporativo ,United States,San Francisco,California,94110,West,OFF-PA-10000528,Material de escritório,Paper,Xerox 1981,"21,12","104,9664",4,0,"9,504",
